Nome;Lat;Lon;DISTRITO;GRUPONATUREZA;ENSINOS
Escola Básica Pedro de Santarém, Lisboa;38.74906;-9.194465;Lisboa;Público;ABCD
Escola Secundária José Gomes Ferreira, Lisboa;38.74747;-9.194104;Lisboa;Público;DE
Escola Básica dos Olivais, Lisboa;38.76124;-9.115735;Lisboa;Público;CD
Escola Secundária António Damásio, Lisboa;38.77032;-9.108088;Lisboa;Público;DE
Escola Básica do Alto do Lumiar, Lisboa;38.775043;-9.15449;Lisboa;Público;CD
Escola Básica do Bairro Padre Cruz, Lisboa;38.767876;-9.194199;Lisboa;Público;CD
Escola Básica Paula Vicente, Lisboa;38.70508;-9.204199;Lisboa;Público;CD
Escola Secundária do Restelo, Lisboa;38.70971;-9.214057;Lisboa;Público;DE
Escola Básica Vasco da Gama, Lisboa;38.778122;-9.093521;Lisboa;Público;ABCD
Escola Secundária Eça de Queirós, Lisboa;38.76413;-9.111424;Lisboa;Público;DE
Escola Básica Fernando Pessoa, Lisboa;38.76668;-9.11495;Lisboa;Público;CD
Escola Básica Francisco de Arruda, Lisboa;38.706776;-9.187275;Lisboa;Público;CD
Escola Básica e Secundária Gil Vicente, Lisboa;38.716217;-9.127702;Lisboa;Público;CDE
Escola Básica e Secundária Luís António Verney, Lisboa;38.733982;-9.113768;Lisboa;Público;CDE
Escola Básica Luís de Camões, Lisboa;38.744476;-9.135295;Lisboa;Público;CD
Escola Básica Manuel da Maia, Lisboa;38.71787;-9.170246;Lisboa;Público;CD
Escola Básica Marquesa de Alorna, Lisboa;38.734886;-9.159021;Lisboa;Público;CD
Escola Básica Nuno Gonçalves, Lisboa;38.726784;-9.127588;Lisboa;Público;CD
Escola Secundária D. Luísa de Gusmão, Lisboa;38.72663;-9.130774;Lisboa;Público;DE
Escola Básica e Secundária Josefa de Óbidos, Lisboa;38.71305;-9.167499;Lisboa;Público;CDE
Escola Básica e Secundária Passos Manuel, Lisboa;38.71198;-9.149495;Lisboa;Público;CDE
Escola Básica Patrício Prazeres, Lisboa;38.72204;-9.119014;Lisboa;Público;BCD
Escola Básica Pintor Almada Negreiros, Lisboa;38.77776;-9.144308;Lisboa;Público;ABCD
Escola Básica de Piscinas, Lisboa;38.770912;-9.110281;Lisboa;Público;CD
Escola Básica Professor Lindley Cintra, Lisboa;38.769386;-9.163343;Lisboa;Público;CD
Escola Secundária do Lumiar, Lisboa;38.769775;-9.162292;Lisboa;Público;DE
Escola Básica da Quinta de Marrocos, Lisboa;38.749237;-9.19573;Lisboa;Público;CD
Escola Básica Eugénio dos Santos, Lisboa;38.7554;-9.144336;Lisboa;Público;CD
Escola Secundária Rainha Dona Leonor, Lisboa;38.751312;-9.141098;Lisboa;Público;DE
Escola Básica de São Vicente/Telheiras, Lisboa;38.75944;-9.173461;Lisboa;Público;ABCD
Escola Básica de Telheiras, Lisboa;38.762737;-9.168118;Lisboa;Público;CD
Escola Secundária Vergílio Ferreira, Lisboa;38.761524;-9.18085;Lisboa;Público;DE
Colégio Bartolomeu Dias;38.8505;-9.079181;Lisboa;Privado;ABCDE
Colégio do Oriente;38.78551;-9.097388;Lisboa;Privado;ABCD
Colégio Integrado de Monte Maior;38.82304;-9.207394;Lisboa;Privado;ABCDE
Conservatório de Artes de Loures;38.8143;-9.117886;Lisboa;Privado;M
Escola Secundária de Camarate, Loures;38.792385;-9.143122;Lisboa;Público;DE
Instituto Profissional de Transportes;38.824898;-9.172816;Lisboa;Privado;DO
Escola Básica de Bucelas, Loures;38.902;-9.118939;Lisboa;Público;ABCD
Escola Secundária Dr. António Carvalho Figueiredo, Loures;38.829594;-9.163305;Lisboa;Público;DE
Escola Básica da Bobadela, Loures;38.804554;-9.104268;Lisboa;Público;BCD
Escola Básica de Camarate, Loures;38.805607;-9.130689;Lisboa;Público;CD
Escola Básica do Catujal, Loures;38.815536;-9.126093;Lisboa;Público;CD
Escola Básica Gaspar Correia, Portela, Loures;38.785065;-9.113604;Lisboa;Público;CD
Escola Secundária do Arco-Íris, Portela, Loures;38.78614;-9.114875;Lisboa;Público;DE
Escola Básica de Santa Iria de Azoia, Loures;38.837128;-9.089971;Lisboa;Público;CD
Escola Básica de São João da Talha, Bairro do Estacal Novo, Loures;38.832798;-9.095269;Lisboa;Público;CD
Escola Secundária de São João da Talha, Loures;38.823975;-9.092982;Lisboa;Público;DE
Escola Básica Bartolomeu Dias, Sacavém, Loures;38.792137;-9.111422;Lisboa;Público;BCD
Escola Secundária de Sacavém, Loures;38.788166;-9.105887;Lisboa;Público;DE
Escola Básica General Humberto Delgado, Santo António dos Cavaleiros, Loures;38.81319;-9.169253;Lisboa;Público;CD
Escola Secundária José Cardoso Pires, Loures;38.811707;-9.175248;Lisboa;Público;DE
Escola Básica João Villaret, Loures;38.843137;-9.160557;Lisboa;Público;CD
Escola Básica Maria Veleda, Loures;38.816067;-9.159539;Lisboa;Público;CD
Escola Secundária José Afonso, Loures;38.82765;-9.163268;Lisboa;Público;E
Escola Básica Luís de Sttau Monteiro, Loures;38.826008;-9.167019;Lisboa;Público;CD
Escola Básica de Apelação, Loures;38.81665;-9.136779;Lisboa;Público;BCD
Escola Básica de Ribamar, Lourinhã;39.200676;-9.335173;Lisboa;Público;ABCD
Escola Básica Dr. João das Regras, Lourinhã;39.239365;-9.312563;Lisboa;Público;CD
Escola Básica Dr. Afonso Rodrigues Pereira, Lourinhã;39.23774;-9.307527;Lisboa;Público;CD
Escola Secundária Dr. João Manuel da Costa Delgado, Lourinhã;39.251304;-9.303779;Lisboa;Público;E
Colégio Miramar;39.007458;-9.377539;Lisboa;Privado;CDE
Colégio Santo André;38.929047;-9.230569;Lisboa;Privado;BCDE
Colégio Verde Água;38.915430;-9.320760;Lisboa;Privado;BCD
Conservatório de Música de Mafra;38.936832;-9.334817;Lisboa;Privado;M
Escola Secundária José Saramago, Mafra;38.941948;-9.336875;Lisboa;Público;E
Escola Técnica e Profissional de Mafra;38.933023;-9.328112;Lisboa;Privado;DO
Escola Técnica e Profissional de Mafra - Pólo de Lagoa;39.007644;-9.378031;Lisboa;Privado;DE
Escola Técnica e Profissional de Mafra - Pólo de Santo André;38.928948;-9.230960;Lisboa;Privado;DE
Escola Básica e Secundária António Bento Franco, Ericeira, Mafra;38.9674;-9.411396;Lisboa;Público;CDE
Escola Básica de Mafra;38.9402;-9.336295;Lisboa;Público;CD
Escola Básica da Venda do Pinheiro, Mafra;38.925976;-9.23423;Lisboa;Público;CD
Escola Básica e Secundária Professor Armando de Lucena, Malveira, Mafra;38.93385;-9.259469;Lisboa;Público;CDE
Conservatório de Música D. Dinis;38.803856;-9.162737;Lisboa;Privado;M
Escola Profissional Agrícola D. Dinis - Paiã, Odivelas;38.771492;-9.200407;Lisboa;Público;DO
Escola Secundária da Ramada, Odivelas;38.802425;-9.184547;Lisboa;Público;DE
"Externato ""Flor do Campo""";38.808548;-9.189757;Lisboa;Privado;ABCDE
Externato Júlio César;38.764862;-9.198966;Lisboa;Privado;BCD
Instituto de Ciências Educativas;38.807323;-9.191429;Lisboa;Privado;CDE
Escola Básica António Gedeão, Odivelas;38.79055;-9.192795;Lisboa;Público;CD
Escola Básica Avelar Brotero, Odivelas;38.789787;-9.174683;Lisboa;Público;CD
Escola Secundária de Odivelas;38.793686;-9.180017;Lisboa;Público;DE
Escola Básica da Pontinha, Odivelas;38.768497;-9.206085;Lisboa;Público;CD
Escola Secundária Braamcamp Freire, Pontinha, Odivelas;38.768497;-9.202394;Lisboa;Público;DE
Escola Básica D. Dinis, Odivelas;38.788757;-9.186371;Lisboa;Público;CD
Escola Básica de Castanheiros, Caneças, Odivelas;38.810947;-9.229108;Lisboa;Público;ABCD
Escola Secundária de Caneças, Odivelas;38.809753;-9.234093;Lisboa;Público;DE
Escola Básica de Moinhos da Arroja, Odivelas;38.798687;-9.191762;Lisboa;Público;CD
Escola Básica Carlos Paredes, Póvoa de Santo Adrião, Odivelas;38.799297;-9.166467;Lisboa;Público;BCD
Escola Secundária Pedro Alexandrino, Póvoa de Santo Adrião, Odivelas;38.806038;-9.164386;Lisboa;Público;DE
Escola Básica Vasco Santana, Ramada, Odivelas;38.80351;-9.18282;Lisboa;Público;CD
AEMAR - Instituto de Tecnologias Náuticas;38.691685;-9.299273;Lisboa;Privado;DO
Centro Educativo Padre António de Oliveira;38.70421;-9.270884;Lisboa;Público;CD
Escola de Música Nossa Senhora do Cabo;38.71292;-9.240546;Lisboa;Privado;M
Escola Profissional de Referência Empresarial TRIVALOR;38.72413;-9.237093;Lisboa;Privado;O
Escola Profissional Val do Rio;38.694756;-9.312725;Lisboa;Privado;O
Escola Secundária da Quinta do Marquês, Oeiras;38.69849;-9.323288;Lisboa;Público;DE
Instituto Espanhol de Lisboa;38.700172;-9.237958;Lisboa;Privado;ABCDE
Oeiras International School;38.687270541336;-9.3203008174896;Lisboa;Privado;CDE
Escola Básica e Secundária Aquilino Ribeiro, Leião, Oeiras;38.73451;-9.30457;Lisboa;Público;CDE
Escola Básica Conde de Oeiras, Oeiras;38.696533;-9.323485;Lisboa;Público;CD
Escola Básica Sophia de Mello Breyner, Portela, Oeiras;38.720173;-9.223929;Lisboa;Público;CD
Escola Básica Vieira da Silva, Carnaxide, Oeiras;38.72948;-9.244971;Lisboa;Público;BCD
Escola Secundária Camilo Castelo Branco, Carnaxide, Oeiras;38.72167;-9.24624;Lisboa;Público;DE
Escola Básica de Miraflores, Algés, Oeiras;38.712368;-9.229569;Lisboa;Público;BCD
Escola Secundária de Miraflores, Algés, Oeiras;38.709343;-9.225946;Lisboa;Público;DE
Escola Básica Dr. Joaquim de Barros, Paço de Arcos, Oeiras;38.698456;-9.295757;Lisboa;Público;BCD
Escola Secundária Luís de Freitas Branco, Paço de Arcos, Oeiras;38.698994;-9.297837;Lisboa;Público;DE
Escola Básica e Secundária Amélia Rey Colaço, Linda-a-Velha, Oeiras;38.706665;-9.242848;Lisboa;Público;CDE
Escola Básica João Gonçalves Zarco, Cruz Quebrada-Dafundo, Oeiras;38.700695;-9.236906;Lisboa;Público;BCD
Escola Básica de São Bruno, Caxias, Oeiras;38.709904;-9.275146;Lisboa;Público;BCD
Escola Básica de São Julião da Barra, Oeiras;38.683365;-9.317483;Lisboa;Público;CD
Escola Secundária Sebastião e Silva, Oeiras;38.685436;-9.318485;Lisboa;Público;DE
Escola Básica Professor Noronha Feio, Queijas, Oeiras;38.718872;-9.257437;Lisboa;Público;CD
Escola Secundária Professor José Augusto Lucas, Linda-a-Velha, Oeiras;38.711315;-9.236167;Lisboa;Público;DE
Academia AilaDança;38.813137;-9.360995;Lisboa;Privado;M
AEMSC - Sons e Compassos - Associação Conservatório de Música ;38.850623;-9.380649;Lisboa;Privado;M
CAISL - Carlucci American International School of Lisbon;38.769024;-9.380219;Lisboa;Privado;ABCDE
"Colégio ""Vasco da Gama""";38.794437;-9.312392;Lisboa;Privado;BCDE
Colégio A Quinta de Sintra;38.799877;-9.314918;Lisboa;Privado;ABCD
Colégio de São José - Ramalhão;38.786236;-9.372988;Lisboa;Privado;ABCDE
Colégio dos Plátanos;38.789104;-9.321813;Lisboa;Privado;ABCD
Colégio Infanta D. Maria de Portugal - Prime School of Portugal;38.80055;-9.375329;Lisboa;Privado;ABCD
Colégio Reggio Emília;38.7941742;-9.3416288;Lisboa;Privado;ABCD
Conservatório de Música de Sintra;38.784953;-9.319358;Lisboa;Privado;M
Escola Profissional Alda Brandão de Vasconcelos;38.801807;-9.45652;Lisboa;Privado;O
Escola Profissional de Recuperação do Património de Sintra;38.886143;-9.365895;Lisboa;Privado;O
Escola Profissional Gustave Eiffel (Pólo de Queluz);38.75823;-9.250068;Lisboa;Privado;O
Escola Secundária Ferreira Dias, Agualva, Sintra;38.770393;-9.299323;Lisboa;Público;DE
Escola Básica D. Domingos Jardo, Mira Sintra, Sintra;38.7818;-9.303723;Lisboa;Público;CD
Escola Secundária Matias Aires, Agualva, Sintra;38.779102;-9.298153;Lisboa;Público;DE
Escola Básica Alfredo da Silva, Albarraque, Sintra;38.7503;-9.351378;Lisboa;Público;CD
Escola Básica do Alto dos Moinhos, Terrugem, Sintra;38.853092;-9.383237;Lisboa;Público;CD
Escola Básica António Sérgio, Cacém, Sintra;38.774715;-9.305573;Lisboa;Público;CD
Escola Básica D. Carlos I, Sintra;38.809147;-9.378911;Lisboa;Público;ABCD
Escola Básica e Secundária Rainha D. Leonor de Lencastre, São Marcos, Sintra;38.750664;-9.298751;Lisboa;Público;CDE
Escola Básica e Secundária Gama Barros, Cacém, Sintra;38.7712;-9.314341;Lisboa;Público;CDE
Escola Básica Professor Egas Moniz, Massamá, Sintra;38.754814;-9.28439;Lisboa;Público;CD
Escola Secundária Stuart Carvalhais, Massamá, Sintra;38.75856;-9.277297;Lisboa;Público;DE
Escola Básica Maria Alberta Menéres, Tapada das Mercês, Sintra;38.796932;-9.334286;Lisboa;Público;CD
Escola Secundária de Mem Martins, Sintra;38.783783;-9.336338;Lisboa;Público;DE
Escola Básica e Secundária Padre Alberto Neto, Queluz, Sintra;38.75461;-9.251822;Lisboa;Público;CDE
Escola Básica Professor Galopim de Carvalho, Pendão, Sintra;38.768276;-9.256589;Lisboa;Público;CD
Escola Básica e Secundária Mestre Domingos Saraiva, Algueirão, Sintra;38.80162;-9.3506155;Lisboa;Público;ABCDE
Escola Básica Escultor Francisco dos Santos, Fitares, Sintra;38.783646;-9.3125725;Lisboa;Público;CD
Escola Básica Ferreira de Castro, Ouressa, Sintra;38.796394;-9.352232;Lisboa;Público;CD
Escola Básica e Secundária Dr. Rui Grácio, Montelavar, Sintra;38.86366;-9.3282385;Lisboa;Público;CDE
Escola Básica Padre Alberto Neto, Rio de Mouro, Sintra;38.782345;-9.316629;Lisboa;Público;CD
Escola Secundária Leal da Câmara, Rio de Mouro, Sintra;38.782795;-9.318486;Lisboa;Público;E
Escola Básica D. Pedro IV, Monte Abraão, Sintra;38.756294;-9.269178;Lisboa;Público;CD
Escola Secundária Miguel Torga, Monte Abraão, Sintra;38.754242;-9.269655;Lisboa;Público;DE
Escola Básica D. Fernando II, Sintra;38.805374;-9.378741;Lisboa;Público;CD
Escola Básica de Colares, Sintra;38.803177;-9.457448;Lisboa;Público;ABCD
Escola Secundária de Santa Maria, Sintra;38.799774;-9.37839;Lisboa;Público;E
Escola Básica Professor Agostinho da Silva, Casal de Cambra, Sintra;38.798866;-9.234919;Lisboa;Público;CD
Escola Básica Ruy Belo, Queluz, Sintra;38.76105;-9.26431;Lisboa;Público;CD
Escola Básica Visconde de Juromenha, Mem Martins, Sintra;38.797867;-9.326596;Lisboa;Público;CD
Escola Básica e Secundária Joaquim Inácio da Cruz Sobral, Sobral de Monte Agraço;39.02368;-9.148795;Lisboa;Público;CDE
Academia Espaço Dança de Torres Vedras;39.087746;-9.257572;Lisboa;Privado;M
Escola de Música Luís António Maldonado Rodrigues;39.08684;-9.255466;Lisboa;Privado;M
Escola de Serviços e Comércio do Oeste;39.105194;-9.264918;Lisboa;Privado;O
Escola Internacional de Torres Vedras;39.13026;-9.257296;Lisboa;Privado;ABCDE
Escola Profissional Agrícola Fernando Barros Leal - Torres Vedras;39.051537;-9.20864;Lisboa;Privado;O
Escola Profissional Cristóvão Colombo - deleg. Torres Vedras;39.089081;-9.254016;Lisboa;Privado;O
Escola Profissional de Penafirme;39.144226;-9.353376;Lisboa;Privado;O
Externato de Penafirme;39.143693;-9.353097;Lisboa;Privado;CDE
Escola Básica de Freiria, Torres Vedras;39.02325;-9.319116;Lisboa;Público;CD
Escola Básica São Gonçalo, Torres Vedras;39.08175;-9.26288;Lisboa;Público;CD
Escola Básica do Maxial, Torres Vedras;39.14201;-9.1709175;Lisboa;Público;CD
Escola Secundária Henriques Nogueira, Torres Vedras;39.08957;-9.255418;Lisboa;Público;DE
Escola Básica Padre Francisco Soares, Torres Vedras;39.085402;-9.257154;Lisboa;Público;ABCD
Escola Secundária Madeira Torres, Torres Vedras;39.08344;-9.257709;Lisboa;Público;DE
Escola Básica de Campelos, Torres Vedras;39.193542;-9.2432785;Lisboa;Público;ABCD
Escola Básica Padre Vítor Melícias, Torres Vedras;39.107185;-9.266367;Lisboa;Público;BCD
Conservatório Regional Silva Marques;38.92712;-9.006173;Lisboa;Privado;M
Escola Profissional de Hotelaria e Turismo de Lisboa - Deleg. Póvoa de Santa Iria;38.8580231;-9.0780702;Lisboa;Privado;O
Escola Secundária Gago Coutinho, Alverca do Ribatejo, Vila Franca de Xira;38.89075;-9.037607;Lisboa;Público;DE
Fundação CEBI - Colégio José Álvaro Vidal;38.89402;-9.0419655;Lisboa;Privado;ABCD
Escola Básica Dr. Vasco Moniz, Vila Franca de Xira;38.956585;-8.999758;Lisboa;Público;ABCD
Escola Secundária Alves Redol, Vila Franca de Xira;38.958336;-8.991778;Lisboa;Público;DE
Escola Básica D. António de Ataíde, Castanheira do Ribatejo, Vila Franca de Xira;38.999363;-8.972049;Lisboa;Público;BCD
Escola Básica Soeiro Pereira Gomes, Alhandra, Vila Franca de Xira;38.932453;-9.018011;Lisboa;Público;CD
Escola Básica e Secundária de Vialonga, Vila Franca de Xira;38.873524;-9.083316;Lisboa;Público;CDE
Escola Básica do Bom Sucesso, Alverca do Ribatejo, Vila Franca de Xira;38.907032;-9.043282;Lisboa;Público;BCD
Escola Básica Padre José Rota, Forte da Casa, Vila Franca de Xira;38.87541;-9.060416;Lisboa;Público;CD
Escola Secundária do Forte da Casa, Vila Franca de Xira;38.875755;-9.058087;Lisboa;Público;DE
Escola Básica Pedro Jacques de Magalhães, Alverca do Ribatejo, Vila Franca de Xira;38.88945;-9.036642;Lisboa;Público;CD
Escola Básica Aristides de Sousa Mendes, Póvoa de Santa Iria, Vila Franca de Xira;38.86422;-9.067088;Lisboa;Público;CD
Escola Básica e Secundária D. Martinho Vaz de Castelo Branco, Póvoa de Santa Iria, Vila Franca de Xira;38.86324;-9.072343;Lisboa;Público;CDE
Escola Básica e Secundária Professor Reynaldo dos Santos, Vila Franca de Xira;38.954597;-9.001204;Lisboa;Público;CDE
Escola Profissional de Desenvolvimento Rural de Alter do Chão;39.221268;-7.687778;Portalegre;Público;DO
Escola Básica e Secundária Padre José Agostinho Rodrigues, Alter do Chão;39.19682;-7.662047;Portalegre;Público;CDE
Escola Básica e Secundária Nossa Senhora da Luz, Arronches;39.118637;-7.287081;Portalegre;Público;ABCDE
Escola Básica Mestre de Avis, Avis;39.052692;-7.894141;Portalegre;Público;CD
Escola Secundária de Campo Maior;39.018524;-7.064864;Portalegre;Público;DE
Escola Básica Garcia da Orta, Castelo de Vide;39.4127;-7.45112;Portalegre;Público;CD
Escola Profissional Agostinho Roseta (Delegação);39.285629;-7.64303;Portalegre;Privado;O
Escola Básica Ana Maria Ferreira Gordo, Crato;39.290653;-7.650281;Portalegre;Público;ABCD
Academia de Música de Elvas - Manuel Rodrigues Coelho;38.878741624231;-7.1626353263855;Portalegre;Privado;M
Colégio Luso-Britânico;38.87398;-7.164825;Portalegre;Privado;ABCD
Escola Básica n.º 2 de Elvas;38.88575;-7.1520734;Portalegre;Público;CD
Escola Básica n.º 1 de Elvas;38.87131;-7.167967;Portalegre;Público;CD
Escola Básica de Vila Boim, Elvas;38.863354;-7.2745953;Portalegre;Público;ABCD
Escola Secundária D. Sancho II, Elvas;38.8768;-7.1728163;Portalegre;Público;DE
Escola Básica Frei Manuel Cardoso, Fronteira;39.047783;-7.6450787;Portalegre;Público;ABCD
Escola Básica e Secundária de Gavião;39.463085;-7.9374185;Portalegre;Público;ABCDE
Escola Básica de Ammaia, Portagem, Marvão;39.38387;-7.3870826;Portalegre;Público;ABCD
Escola Básica Dr. Manuel Magro Machado, Santo António das Areias, Marvão;39.4137;-7.3512535;Portalegre;Público;ABCD
Escola Básica n.º 1 de Monforte;39.054176;-7.4325237;Portalegre;Público;CD
Escola Básica e Secundária Prof. Mendes dos Remédios, Nisa;39.510143;-7.6482944;Portalegre;Público;ABCDE
Escola de Artes do Norte Alentejo-Portalegre - Secção de Ponte de Sor;39.24846;-8.009041;Portalegre;Privado;M
Escola Básica João Pedro de Andrade, Ponte de Sor;39.245823;-8.011926;Portalegre;Público;BCD
Escola Básica n.º 1 de Montargil, Ponte de Sor;39.077747;-8.176877;Portalegre;Público;BCD
Escola Secundária de Ponte de Sor;39.25533;-8.015683;Portalegre;Público;DE
Escola de Artes do Norte Alentejano - Portalegre;39.291748;-7.4324336;Portalegre;Privado;M
Escola de Hotelaria e Turismo de Portalegre;39.289273;-7.425865;Portalegre;Público;O
Escola Secundária de S. Lourenço, Portalegre;39.295177;-7.426417;Portalegre;Público;DE
Escola Básica Cristóvão Falcão, Portalegre;39.300323;-7.433022;Portalegre;Público;CD
Escola Secundária Mouzinho da Silveira, Portalegre;39.303314;-7.4327145;Portalegre;Público;DE
Escola Básica José Régio, Portalegre;39.2837;-7.4255977;Portalegre;Público;CD
Escola Básica e Secundária Padre Joaquim Maria Fernandes, Sousel;38.955718;-7.67253;Portalegre;Público;ABCDE
Centro Cultural de Amarante - Maria Amélia Laranjeira - Escola de Música e Dança;41.271934;-8.078618;Porto;Privado;DM
Colégio de S. Gonçalo de Amarante;41.26946;-8.069917;Porto;Privado;BCDE
Escola Profissional António Lago Cerqueira;41.274544;-8.092075;Porto;Privado;DO
Escola Secundária de Amarante;41.278584;-8.075911;Porto;Público;DE
Externato de Vila Meã;41.249756;-8.192748;Porto;Privado;CDE
Escola Básica Amadeo de Souza Cardoso, Telões, Amarante;41.281788;-8.092592;Porto;Público;BCD
Escola Básica de Vila Caiz, Amarante;41.230305;-8.132697;Porto;Público;CD
Escola Básica de Amarante;41.275955;-8.076899;Porto;Público;CD
Escola Básica do Marão, Várzea, Amarante;41.268738;-8.00403;Porto;Público;ABCD
Escola Básica de Eiriz, Baião;41.124268;-8.052238;Porto;Público;CD
Escola Básica e Secundária de Vale de Ovil, Baião;41.163296;-8.031864;Porto;Público;CDE
Escola Básica do Sudeste de Baião;41.139633;-7.951302;Porto;Público;ABCD
Conservatório de Música de Felgueiras;41.368184;-8.198398;Porto;Privado;M
Escola Profissional de Felgueiras;41.368683;-8.197098;Porto;Privado;O
Escola Secundária de Felgueiras;41.357307;-8.201036;Porto;Público;DE
Escola Básica D. Manuel de Faria e Sousa, Margaride, Felgueiras;41.35843;-8.200069;Porto;Público;CD
Escola Básica Dr. Leonardo Coimbra, Lixa, Felgueiras;41.32886;-8.14516;Porto;Público;CD
Escola Secundária da Lixa, Felgueiras;41.328247;-8.148662;Porto;Público;DE
Escola Básica e Secundária de Airães, Felgueiras;41.31563;-8.197068;Porto;Público;CDE
Escola Básica e Secundária de Idães, Felgueiras;41.3283;-8.260768;Porto;Público;CDE
Escola Básica de Lagares, Felgueiras;41.360905;-8.225384;Porto;Público;CD
Escola Básica e Secundária Dr. Machado de Matos, Felgueiras;41.376648;-8.210224;Porto;Público;CDE
Colégio Paulo VI de Gondomar;41.146843;-8.532836;Porto;Privado;ABCDE
EPRAMI - Escola Profissional Alto Minho Interior (Deleg.);41.174086;-8.552688;Porto;Privado;O
Escola Profissional de Gondomar;41.16348;-8.509596;Porto;Privado;DO
Escola Secundária de São Pedro da Cova, Gondomar;41.15858;-8.516761;Porto;Público;DE
"Externato ""Camões""";41.183025;-8.558878;Porto;Privado;ABCDE
Escola Básica e Secundária À Beira Douro, Gondomar;41.072468;-8.454407;Porto;Público;CDE
Escola Básica de Rio Tinto, Gondomar;41.170235;-8.556616;Porto;Público;CD
Escola Básica de São Pedro da Cova, Gondomar;41.14931;-8.506055;Porto;Público;CD
Escola Básica Marques Leitão, Valbom, Gondomar;41.13601;-8.556307;Porto;Público;CD
Escola Secundária de Valbom, Gondomar;41.13415;-8.559866;Porto;Público;DE
Escola Básica Infanta D. Mafalda, Rio Tinto, Gondomar;41.182255;-8.553822;Porto;Público;CD
Escola Básica Júlio Dinis, Gondomar;41.13798;-8.533962;Porto;Público;CD
Escola Básica de Jovim e Foz do Sousa, Gondomar;41.115307;-8.511417;Porto;Público;BCD
Escola Secundária de Gondomar;41.139248;-8.534433;Porto;Público;DE
Escola Básica Frei Manuel de Santa Inês, Baguim do Monte, Gondomar;41.190865;-8.53816;Porto;Público;CD
Escola Secundária de Rio Tinto, Gondomar;41.176304;-8.550199;Porto;Público;DE
Escola Básica Santa Bárbara, Fânzeres, Gondomar;41.16556;-8.520652;Porto;Público;CD
Academia de Música da Associação de Cultura Musical de Lousada;41.278347;-8.282538;Porto;Privado;M
Colégio de S. José de Bairros;41.240009;-8.309881;Porto;Privado;ABCD
Externato Senhora do Carmo;41.287773;-8.213294;Porto;Privado;ABCDE
Escola Básica de Lousada Centro;41.273346;-8.286755;Porto;Público;CD
Escola Secundária de Lousada;41.273468;-8.277118;Porto;Público;DE
Escola Básica de Lousada Este;41.260803;-8.222087;Porto;Público;CD
Escola Básica e Secundária de Lousada Oeste;41.260883;-8.318152;Porto;Público;CDE
Escola Básica e Secundária de Lousada Norte;41.337696;-8.30921;Porto;Público;CDE
Escola Básica e Secundária Dr. Mário Fonseca, Nogueira, Lousada;41.28017;-8.261568;Porto;Público;BCDE
Colégio Novo da Maia;41.228386;-8.577077;Porto;Privado;ABCDE
Conservatório de Música da Maia;41.264664;-8.612096;Porto;Privado;M
Escola Profissional Novos Horizontes;41.252846;-8.657275;Porto;Privado;DO
Escola Básica de Gueifães, Maia;41.214306;-8.599602;Porto;Público;CD
Escola Secundária da Maia;41.232437;-8.617669;Porto;Público;DE
Escola Básica e Secundária de Águas Santas, Maia;41.204124;-8.574067;Porto;Público;CDE
Escola Básica e Secundária de Pedrouços, Maia;41.191307;-8.585595;Porto;Público;CDE
Escola Básica do Castêlo da Maia, Maia;41.259266;-8.612938;Porto;Público;CD
Escola Secundária do Castêlo da Maia, Maia;41.258945;-8.610545;Porto;Público;DE
Escola Básica e Secundária do Levante da Maia, Nogueira da Maia, Maia;41.229362;-8.594307;Porto;Público;CDE
Escola Básica e Secundária Dr. Vieira de Carvalho, Moreira da Maia, Maia;41.24494;-8.661958;Porto;Público;CDE
Escola Básica Gonçalo Mendes da Maia, Vermoim, Maia;41.232857;-8.615781;Porto;Público;CD
Artâmega - Academia das Artes do Marco de Canaveses;41.207641;-8.203247;Porto;Privado;M
Centro de Estudos e Trabalho da Pedra (Deleg.);41.085686;-8.25176;Porto;Privado;DO
Escola Profissional de Agricultura e Desenvolvimento Rural de Marco de Canaveses;41.14818;-8.179165;Porto;Público;DO
Escola Profissional de Arqueologia do Freixo, Marco de Canaveses;41.164696;-8.146706;Porto;Público;DO
Escola Básica de Alpendurada, Marco de Canaveses;41.08389;-8.251353;Porto;Público;CD
Escola Secundária de Alpendurada, Marco de Canaveses;41.083206;-8.2433195;Porto;Público;DE
Escola Básica de Marco de Canaveses;41.190838;-8.143662;Porto;Público;CD
Escola Básica de Sande, Marco de Canaveses;41.11602;-8.171783;Porto;Público;CD
Escola Básica de Toutosa, Marco de Canaveses;41.217915;-8.154793;Porto;Público;CD
Escola Secundária de Marco de Canaveses;41.188072;-8.147458;Porto;Público;DE
Colégio Efanor;41.185143;-8.652925;Porto;Privado;ABCDE
Colégio Euro Atlântico;41.185158;-8.620809;Porto;Privado;ABCDE
EPA - Escola Profissional Alternância;41.19165;-8.616189;Porto;Privado;DO
EPROMAT - Escola Edmundo Ferreira;41.18615;-8.693513;Porto;Privado;DO
Escola de Música de Leça da Palmeira;41.196217;-8.694546;Porto;Privado;M
Escola de Música Óscar da Silva;41.185394;-8.69117;Porto;Privado;M
Escola Profissional Ruiz Costa;41.181667;-8.689947;Porto;Privado;DO
Escola Secundária Augusto Gomes, Matosinhos;41.182076;-8.679369;Porto;Público;DE
Escola Secundária da Boa Nova, Leça da Palmeira, Matosinhos;41.193687;-8.700548;Porto;Público;DE
